fingerprint,record_count,source_type,source_id,attachment_id,usage_type,source_filename,classification
dbab77f79753ddf0,2,product,3851,3852,product_featured,2024/09/41zTfqwVqJL._SL1000_.jpg,SHARED
bb7f22a05afb23b8,2,product,3853,3855,product_featured,2024/09/41-YpT9x1zL._AC_SL1000_.jpg,SHARED
bb7f22a05afb23b8,2,product,3853,3855,product_featured,2024/09/41-YpT9x1zL._AC_SL1000_.jpg,SHARED
84bc2b8d84e913ce,2,product,3856,3861,product_featured,2024/09/41UsAM1r9bL._SL1000_.jpg,SHARED
84bc2b8d84e913ce,2,product,3856,3861,product_featured,2024/09/41UsAM1r9bL._SL1000_.jpg,SHARED
9912b563c0174c36,2,product,3867,3868,product_featured,2024/09/61cqYjrfmgL._SL1500_.jpg,SHARED
9912b563c0174c36,2,product,3867,3868,product_featured,2024/09/61cqYjrfmgL._SL1500_.jpg,SHARED
c17ef8296146df0b,2,product,3869,3870,product_featured,2024/09/61pZYk39BL._SL1500_.jpg,SHARED
c17ef8296146df0b,2,product,3869,3870,product_featured,2024/09/61pZYk39BL._SL1500_.jpg,SHARED
4dbfb260af4dcbe9,2,product,3871,3874,product_featured,2024/09/716eYR4n-qL._SL1500_.jpg,SHARED
4dbfb260af4dcbe9,2,product,3871,3874,product_featured,2024/09/716eYR4n-qL._SL1500_.jpg,SHARED
03b319723f75e13b,2,product,3876,3877,product_featured,2024/09/710HqR5DfSL._SL1500_.jpg,SHARED
03b319723f75e13b,2,product,3876,3877,product_featured,2024/09/710HqR5DfSL._SL1500_.jpg,SHARED
35233171aeff9391,2,product,3878,3881,product_featured,2024/09/81ZCXGWw-VL._SL1500_.jpg,SHARED
35233171aeff9391,2,product,3878,3881,product_featured,2024/09/81ZCXGWw-VL._SL1500_.jpg,SHARED
2ed86782f03c7713,2,product,3885,3886,product_featured,2024/09/61hWvsTXqBL._AC_SL1500_.jpg,SHARED
2ed86782f03c7713,2,product,3885,3886,product_featured,2024/09/61hWvsTXqBL._AC_SL1500_.jpg,SHARED
fcba8827a9bc4af5,2,product,3887,3888,product_featured,2024/09/81-eXZo212L._AC_SL1500_.jpg,SHARED
fcba8827a9bc4af5,2,product,3887,3888,product_featured,2024/09/81-eXZo212L._AC_SL1500_.jpg,SHARED
5ef13c6408dab264,2,product,4013,4014,product_featured,2024/09/CBE1C014-7128-4FB4-B2BB-9E00DB6E2394.jpeg,SHARED
5ef13c6408dab264,2,product,4013,4014,product_featured,2024/09/CBE1C014-7128-4FB4-B2BB-9E00DB6E2394.jpeg,SHARED
0b2559e2ff80e07d,2,product,4015,4016,product_featured,2024/09/6BB39F7A-67BB-41E1-8437-5E2FD677182D.jpeg,SHARED
0b2559e2ff80e07d,2,product,4015,4016,product_featured,2024/09/6BB39F7A-67BB-41E1-8437-5E2FD677182D.jpeg,SHARED
0bff5e5b5dbe17eb,2,product,4020,4021,product_featured,2024/09/D42F2130-0FE0-422C-BC15-9401AE6DCD95.jpeg,SHARED
0bff5e5b5dbe17eb,2,product,4020,4021,product_featured,2024/09/D42F2130-0FE0-422C-BC15-9401AE6DCD95.jpeg,SHARED
2ae86328c40a7c37,2,product,4022,4023,product_featured,2024/09/5F83FC9D-2CA3-45A2-B2D6-3745B55734A7.jpeg,SHARED
2ae86328c40a7c37,2,product,4022,4023,product_featured,2024/09/5F83FC9D-2CA3-45A2-B2D6-3745B55734A7.jpeg,SHARED
5280308d5caaf306,2,product,4025,4026,product_featured,2024/09/34772B1A-B2AC-4A63-93A8-86CE894247AD.jpeg,SHARED
5280308d5caaf306,2,product,4025,4026,product_featured,2024/09/34772B1A-B2AC-4A63-93A8-86CE894247AD.jpeg,SHARED
bf772ea23b84271e,2,product,4027,4028,product_featured,2024/09/E337812A-9E1E-44FC-8A4B-31CE3ABB36EA.png,SHARED
bf772ea23b84271e,2,product,4027,4028,product_featured,2024/09/E337812A-9E1E-44FC-8A4B-31CE3ABB36EA.png,SHARED
6d6714b17b5b4b6a,2,product,4030,4031,product_featured,2024/09/D38EDC7B-AE28-4A1E-B132-6E593956F825.jpeg,SHARED
6d6714b17b5b4b6a,2,product,4030,4031,product_featured,2024/09/D38EDC7B-AE28-4A1E-B132-6E593956F825.jpeg,SHARED
2b8cf837f1cfc356,2,product,4032,4033,product_featured,2024/09/AD6633E9-D0FC-42CE-8005-2C73E4AC80B1.jpeg,SHARED
2b8cf837f1cfc356,2,product,4032,4033,product_featured,2024/09/AD6633E9-D0FC-42CE-8005-2C73E4AC80B1.jpeg,SHARED
9de5b1f15b0780e8,2,product,4034,4035,product_featured,2024/09/78EDE118-6A8F-4FCC-A1A1-A5D0716B2084.jpeg,SHARED
9de5b1f15b0780e8,2,product,4034,4035,product_featured,2024/09/78EDE118-6A8F-4FCC-A1A1-A5D0716B2084.jpeg,SHARED
022ae637e772be09,2,product,4036,4037,product_featured,2024/09/FEEA483A-F959-4B87-A9A7-66FC73216414.png,SHARED
022ae637e772be09,2,product,4036,4037,product_featured,2024/09/FEEA483A-F959-4B87-A9A7-66FC73216414.png,SHARED
2fcdebfe7c0db1fb,2,product,4038,4039,product_featured,2024/09/9A4EB1F8-1A2E-494F-B485-320B9E38D77C.png,SHARED
2fcdebfe7c0db1fb,2,product,4038,4039,product_featured,2024/09/9A4EB1F8-1A2E-494F-B485-320B9E38D77C.png,SHARED
439192845afe844b,2,product,4673,4674,product_featured,2024/10/3EBBB768-2EDB-407E-90EB-06B60A0377BE.jpeg,SHARED
439192845afe844b,2,page,629,4674,page_image,2024/10/3EBBB768-2EDB-407E-90EB-06B60A0377BE.jpeg,SHARED
59e861b57c892bbd,2,product,4697,4689,product_featured,2024/10/A3EE647A-74C1-4BF2-BE15-FA2845E445AB.jpeg,SHARED
59e861b57c892bbd,2,variant,4699,4689,variant_image,2024/10/A3EE647A-74C1-4BF2-BE15-FA2845E445AB.jpeg,SHARED
3528dc9d2a7d8d40,2,product,4711,4712,product_featured,2024/10/A6A1C497-1A23-4A1A-8CC2-57008E98939C.jpeg,SHARED
3528dc9d2a7d8d40,2,product,4711,4712,product_featured,2024/10/A6A1C497-1A23-4A1A-8CC2-57008E98939C.jpeg,SHARED
668c76c08726c0cc,2,product,5911,5913,product_featured,2024/11/690EB7EF-E4DF-4812-ADE0-E2A085B22A6C.jpeg,SHARED
668c76c08726c0cc,2,product,5911,5913,product_featured,2024/11/690EB7EF-E4DF-4812-ADE0-E2A085B22A6C.jpeg,SHARED
c061b1b1be8b2666,2,product,5915,5916,product_featured,2024/11/63C47D94-E559-4BC8-8AD3-E4E3B949C7FC.png,SHARED
c061b1b1be8b2666,2,product,5915,5916,product_featured,2024/11/63C47D94-E559-4BC8-8AD3-E4E3B949C7FC.png,SHARED
915713262a1f0f8d,2,product,5918,5919,product_featured,2024/11/D1E45FD9-6C99-4CBB-9AB4-3D28717C8E3B.jpeg,SHARED
915713262a1f0f8d,2,product,5918,5919,product_featured,2024/11/D1E45FD9-6C99-4CBB-9AB4-3D28717C8E3B.jpeg,SHARED
