product_id,variation_id,term_id,attachment_id,usage_type,target_filename
1687,,,5927,product_gallery,product-5927-advanced-clinicals-16oz-vit-c-brightening-body-cream-04.jpeg
1686,,,1927,product_featured,product-1927-advanced-clinicals-16oz-retinol-lotion.webp
1685,,,1928,product_featured,product-1928-advanced-clinicals-16oz-hyaluronic-acid-skin-hydrating-lotio.webp
1684,,,1929,product_featured,product-1929-advanced-clinicals-1-75oz-vitamin-c-face-serum.webp
1683,,,4732,product_featured,product-4732-acwell-5-5-licorice-ph-balancing-cleansing-toner.jpeg
1682,,,1932,product_featured,product-1932-acwell-5-5-licorice-ph-balancing-advance-serum.webp
1698,,,1933,product_featured,product-1933-beautyby-ad-loose-setting-powder.webp
1697,,,1935,product_featured,product-1935-beautyby-ad-lippie.webp
1700,,,1938,product_featured,product-1938-becharm-ageless-18-in-1-matte-lip-paint-dream.jpg
1689,,,1941,product_featured,product-1941-advanced-clinicals-3-8oz-vitamin-c-body-oil.webp
1690,,,1943,product_featured,product-1943-advanced-clinicals-colagen-lotion-16oz-454g.jpg
1691,,,1944,product_featured,product-1944-amlactin-daily-moisturizing-225g-vit-c-amp-7-lactic-acid.webp
1692,,,1945,product_featured,product-1945-aveeno-baby-daily-moisture-body-lotion-for-delicate-skin-nat.webp
1693,,,1946,product_featured,product-1946-balance-active-vitamin-c-serum-30ml.webp
1694,,,1947,product_featured,product-1947-beauty-line-by-didi-lip-gloss.jpg
1695,,,1948,product_featured,product-1948-beauty-line-by-didi-lip-liner.webp
1696,,,1949,product_featured,product-1949-beauty-line-by-didi-velvet-matte-lip-stain.webp
360,,,1951,product_featured,product-1951-paula-beauty-gel-eye-liner.webp
1724,,,2773,product_featured,product-2773-flat-red-multipurpose-brush.jpeg
1703,,,1956,product_featured,product-1956-boj-cosmetics-eye-brush-set.jpg
1702,,,2774,product_featured,product-2774-becharm-ageless-concealer-palette.jpeg
286,,,1959,product_featured,product-1959-axis-y-spot-the-difference-blemish-treatment.webp
288,,,1960,product_featured,product-1960-missha-aqua-sunscreen-50ml.jpeg
63,,,1961,product_featured,product-1961-hegai-esther-lip-gloss.webp
2376,,,2380,product_featured,product-2380-ben-nye-clown-white.jpg
2321,,,2386,product_featured,product-2386-anua-niacinamide-10-x-txa-4-30ml.webp
2320,,,2387,product_featured,product-2387-anua-heartleaf-70-intense-calming-cream-50ml.webp
2319,,,2388,product_featured,product-2388-anua-heartleaf-77-soothing-toner-250ml.webp
2367,,,2389,product_featured,product-2389-absolute-lip-gloss-clear.png
2364,,,8644,product_featured,product-8644-elf-holy-hydration-face-cream-moisturizer-with-broad-spectru.jpeg
2364,,,8646,product_gallery,product-8646-elf-holy-hydration-face-cream-moisturizer-with-broad-spectru-02.jpeg
2363,,,2396,product_featured,product-2396-i-m-from-rice-toner-150ml.webp
2362,,,2395,product_featured,product-2395-palmers-cocoa-butter-massage-lotion-for-stretch-marks-250ml.webp
2361,,,2394,product_featured,product-2394-panoxyl-clarifying-exfoliant-2-salicylic-acid.jpg
2359,,,2393,product_featured,product-2393-panoxyl-acne-treatment-bar-113g.webp
2358,,,2391,product_featured,product-2391-panoxyl-balancing-repair-moisturizer-with-naicinamide-85g.webp
2357,,,2390,product_featured,product-2390-nip-fab-vitamin-c-fix-serum-5.webp
2355,,,2398,product_featured,product-2398-naturium-multi-bright-tranexamic-acid-treatment-5-30ml.webp
2354,,,2399,product_featured,product-2399-naturium-bha-liquid-exfoliant-2.jpg
2360,,,2402,product_featured,product-2402-panoxyl-adapalene-gel-usp-0-1-acne-treatment.webp
2353,,,2401,product_featured,product-2401-naturium-uv-reflect-antioxidant-spf-50.webp
2352,,,2400,product_featured,product-2400-naturium-tranexamic-topical-acid-5-30ml.webp
2350,,,3018,product_featured,product-3018-naturium-the-glow-getter-body-oil-100ml.jpeg
2349,,,2404,product_featured,product-2404-naturium-kp-body-scrub-amp-mask-226-g.png
2348,,,2406,product_featured,product-2406-merak-face-sculpt-glow-6-in-1-pallete.jpg
2343,,,2416,product_featured,product-2416-kojivit-ultra-gel-30g.webp
2341,,,2413,product_featured,product-2413-good-molecules-vitamin-c-serum-with-oryzanol-30ml.webp
2340,,,2414,product_featured,product-2414-good-moleculs-super-peptides-serum-30ml.webp
2339,,,2412,product_featured,product-2412-good-molecules-glycolic-exfoliating-toner-120ml.webp
2337,,,2418,product_featured,product-2418-dr-teals-body-lotion-ceramides-avocado-oil.jpg
2336,,,2411,product_featured,product-2411-dr-teals-body-wash-prebiotic-lemon-balm-710ml.jpg
2335,,,2419,product_featured,product-2419-dr-teals-body-wash-ceramides-avocado-oil-710ml.jpg
